ori,ucr_agency_name,city_name,county_fips_code,state_code,state_postal_abbr
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070300,CARYVILLE,Caryville,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0070400,JACKSBORO,Jacksboro,13,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0080100,WOODBURY,Woodbury,15,41,TN
TN0090100,HUNTINGDON,Huntingdon,17,41,TN
TN0090100,HUNTINGDON,Huntingdon,17,41,TN
TN0090100,HUNTINGDON,Huntingdon,17,41,TN
TN0090100,HUNTINGDON,Huntingdon,17,41,TN
TN0090100,HUNTINGDON,Huntingdon,17,41,TN
TN0090100,HUNTINGDON,Huntingdon,17,41,TN
TN0090100,HUNTINGDON,Huntingdon,17,41,TN
TN0090100,HUNTINGDON,Huntingdon,17,41,TN
TN0090100,HUNTINGDON,Huntingdon,17,41,TN
TN0090100,HUNTINGDON,Huntingdon,17,41,TN
TN0090100,HUNTINGDON,Huntingdon,17,41,TN
